,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
5054,Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5,,3.6,10,Maruti,CelerioZDi
5059,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.89 Lakh,9.05,8,Maruti,VitaraBrezza
5061,Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.25,12,Maruti,SwiftDzire
5062,Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,4.87 Lakh,3.75,7,Maruti,CelerioLXI
5065,Maruti Swift VDI BSIV W ABS,Hyderabad,2016,64000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,5.99,9,Maruti,SwiftVDI
5078,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11 Lakh,9.88,8,Maruti,VitaraBrezza
5085,Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,2.19,16,Maruti,SwiftDzire
5086,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,9.14 Lakh,5.5,12,Maruti,DzireVDI
5087,Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.48 Lakh,2.1,11,Maruti,AltoK10
5092,Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.3,11,Maruti,SwiftVXI
5098,Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.65,9,Maruti,Alto800
5099,Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.81,13,Maruti,AltoK10
5101,Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,3.3,13,Maruti,SwiftVXi
5102,Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.12 Lakh,5.34,6,Maruti,WagonR
5106,Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,4.06,14,Maruti,RitzVXi
5115,Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,2.95,15,Maruti,SwiftVXI
5130,Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.09,17,Maruti,AltoLXi
5136,Maruti Alto K10 VXI AGS,Jaipur,2017,18491,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,3.9,8,Maruti,AltoK10
5137,Maruti Zen VXi - BS III,Jaipur,2000,90000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,0.7,25,Maruti,ZenVXi
5139,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,9.58,9,Maruti,SX4S
5152,Maruti Swift Dzire ZDi,Delhi,2012,71082,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.95,13,Maruti,SwiftDzire
5154,Maruti Celerio ZXI,Delhi,2014,21701,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.38,11,Maruti,CelerioZXI
5163,Maruti Swift VDI BSIV,Hyderabad,2014,89000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.85,11,Maruti,SwiftVDI
5164,Maruti A-Star Vxi,Hyderabad,2010,68375,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.5,15,Maruti,A-StarVxi
5165,Maruti Swift ZXI,Pune,2013,52000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,3.95,12,Maruti,SwiftZXI
5167,Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7,,6.75,11,Maruti,ErtigaZXI
5168,Maruti Wagon R LXI,Jaipur,2007,71000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.5,18,Maruti,WagonR
5174,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,3.0,9,Maruti,Alto800
5177,Maruti Swift Dzire VDI,Chennai,2016,71156,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,6.5,9,Maruti,SwiftDzire
5190,Maruti SX4 Vxi BSIV,Delhi,2009,92000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,2.7,16,Maruti,SX4Vxi
5192,Maruti Swift LXI BSIV,Coimbatore,2008,50121,Petrol,Manual,First,20.4 kmpl,1197 CC,83.11 bhp,5,,3.41,17,Maruti,SwiftLXI
5197,Maruti Alto K10 VXI AGS,Chennai,2015,25000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,3.5,10,Maruti,AltoK10
5198,Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,7.25,11,Maruti,ErtigaVDI
5199,Maruti Celerio VXI AT,Mumbai,2016,7100,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.35,9,Maruti,CelerioVXI
5221,Maruti Ertiga ZDI,Mumbai,2013,75000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,6.55,12,Maruti,ErtigaZDI
5233,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,4.9,10,Maruti,RitzVDI
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5,,2.65,14,Maruti,SwiftDzire
5248,Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.15,12,Maruti,SwiftVDI
5255,Maruti Ritz ZDi,Hyderabad,2014,60000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,4.35,11,Maruti,RitzZDi
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.96 Lakh,8.9,9,Maruti,VitaraBrezza
5261,Maruti Alto K10 VXI,Kochi,2015,37929,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.09 Lakh,3.69,10,Maruti,AltoK10
5265,Maruti Swift VDI,Hyderabad,2015,62000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,6.3,10,Maruti,SwiftVDI
5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,5.95 Lakh,5.63,7,Maruti,CelerioZXI
5275,Maruti Celerio VXI,Kochi,2015,60586,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.11,10,Maruti,CelerioVXI
5277,Maruti Alto 800 LXI,Jaipur,2017,30000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.1,8,Maruti,Alto800
5281,Maruti Ertiga ZXI,Mumbai,2012,25000,Petrol,Manual,Second,17.5 kmpl,1373 CC,91.1 bhp,7,,5.15,13,Maruti,ErtigaZXI
5285,Maruti Celerio VXI,Hyderabad,2017,17000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.9,8,Maruti,CelerioVXI
5291,Maruti Baleno RS Petrol,Kochi,2018,43639,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,9.83 Lakh,8.15,7,Maruti,BalenoRS
5298,Maruti Ciaz ZXi Option,Kochi,2016,25418,Petrol,Manual,First,20.73 kmpl,1373 CC,91.2 bhp,5,,7.09,9,Maruti,CiazZXi
5299,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,6.46,12,Maruti,SwiftDzire
5306,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.1,18,Maruti,WagonR
5307,Maruti Baleno Zeta 1.2,Delhi,2018,13000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.6,7,Maruti,BalenoZeta
5308,Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,7.67 Lakh,4.5,12,Maruti,DzireVXI
5321,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.71 Lakh,2.9,11,Maruti,Eeco7
5325,Maruti Swift VDI,Kochi,2016,65210,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.48,9,Maruti,SwiftVDI
5327,Maruti Swift Dzire VXi,Hyderabad,2012,50000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,3.0,13,Maruti,SwiftDzire
5332,Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,6.05 Lakh,4.3,10,Maruti,CelerioZXI
5333,Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7,,6.11,13,Maruti,ErtigaVDI
5336,Maruti Swift Dzire VXI,Bangalore,2012,69242,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.69,13,Maruti,SwiftDzire
5337,Maruti Ritz LXi,Kochi,2011,33292,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.19,14,Maruti,RitzLXi
5347,Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,3.35,7,Maruti,Alto800
5352,Maruti Ciaz VXi Plus,Mumbai,2015,41000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,5.85,10,Maruti,CiazVXi
5361,Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5,,3.45,12,Maruti,A-StarAT
5368,Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.25,11,Maruti,SwiftVDI
5373,Maruti Swift Dzire LDI,Hyderabad,2017,44504,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.6,8,Maruti,SwiftDzire
5375,Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.01 Lakh,5.15,10,Maruti,SwiftLDI
5378,Maruti Swift Dzire LXi,Hyderabad,2009,71346,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,3.8,16,Maruti,SwiftDzire
5381,Maruti Ciaz ZXi,Mumbai,2015,48823,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,6.35,10,Maruti,CiazZXi
5394,Maruti Baleno Zeta 1.2,Delhi,2017,10300,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.75,8,Maruti,BalenoZeta
5396,Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,10.83 Lakh,8.49,7,Maruti,ErtigaVDI
5398,Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,5.59,10,Maruti,RitzZDi
5413,Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,8.76,7,Maruti,Ciaz1.4
5415,Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5,8.13 Lakh,5.5,8,Maruti,DzireAMT
5422,Maruti Swift VDI BSIV,Hyderabad,2014,108000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.5,11,Maruti,SwiftVDI
5427,Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,5.68 Lakh,4.25,9,Maruti,WagonR
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.75 Lakh,8.25,9,Maruti,VitaraBrezza
5432,Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,0.95,23,Maruti,ZenLX
5450,Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,21.5 kmpl,1197 CC,81.80 bhp,5,6.43 Lakh,3.65,10,Maruti,WagonR
5457,Maruti Wagon R LX BSII,Chennai,2006,40000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.0,19,Maruti,WagonR
5458,Maruti Swift VDI BSIV,Hyderabad,2014,81609,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,5.55,11,Maruti,SwiftVDI
5462,Maruti Swift Dzire LDi,Ahmedabad,2010,83000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,2.75,15,Maruti,SwiftDzire
5465,Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.44 Lakh,3.85,8,Maruti,WagonR
5467,Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,,1.9,15,Maruti,ZenEstilo
5483,Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,4.56,7,Maruti,AltoK10
5487,Maruti Celerio VXI,Delhi,2014,48000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.25,11,Maruti,CelerioVXI
5497,Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,2.95,14,Maruti,RitzVDi
5502,Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,5,,2.7,13,Maruti,ZenEstilo
5503,Maruti Swift Dzire VDI,Mumbai,2012,80753,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5,,4.5,13,Maruti,SwiftDzire
5505,Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5,,5.25,11,Maruti,SwiftVDI
5507,Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,7.91 Lakh,6.0,8,Maruti,DzireLDI
5513,Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.24 Lakh,3.0,9,Maruti,AltoK10
5520,Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,4.25,13,Maruti,SwiftDzire
5522,Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,6.6,12,Maruti,ErtigaVDI
5543,Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.95,10,Maruti,SwiftDzire
5555,Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,5,,2.0,15,Maruti,RitzVXI
5562,Maruti Ciaz VDI SHVS,Kochi,2018,17804,Diesel,Manual,Second,28.09 kmpl,1248 CC,88.5 bhp,5,,7.97,7,Maruti,CiazVDI
5574,Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.9,9,Maruti,CiazVDI
5579,Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5,,1.5,18,Maruti,SX4Vxi
5584,Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.55,11,Maruti,CelerioVXI
5585,Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5,,7.4,10,Maruti,CiazZDi
5605,Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,5,,4.5,10,Maruti,SwiftDzire
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5 kmpl,1197 CC,81.80 bhp,5,6.8 Lakh,6.25,6,Maruti,WagonR
5611,Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.0,19,Maruti,WagonR
5612,Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5,,2.5,12,Maruti,SwiftDzire
5622,Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.0,9,Maruti,BalenoZeta
5627,Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,6.85,10,Maruti,SwiftDzire
5640,Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.65,9,Maruti,SwiftVDI
5642,Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,15.4 kmpl,1590 CC,94 bhp,5,,0.85,19,Maruti,BalenoLXI
5643,Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,0.8,22,Maruti,WagonR
5646,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,6.9,10,Maruti,CiazZDi
5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.43 Lakh,2.2,9,Maruti,Eeco7
5657,Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,,0.51,23,Maruti,800Std
5659,Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,4.65,10,Maruti,SwiftDzire
5664,Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.95,17,Maruti,WagonR
5677,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,8.85,9,Maruti,SX4S
5682,Maruti Alto 800 LXI,Kochi,2017,27718,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.28,8,Maruti,Alto800
5684,Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.71 Lakh,7.39,7,Maruti,BalenoZeta
5685,Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.65,12,Maruti,RitzVDi
5687,Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.0,13,Maruti,RitzVDi
5689,Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,2.83,15,Maruti,SX4Vxi
5690,Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,4.11,6,Maruti,Omni5
5712,Maruti Alto LXi,Kolkata,2007,18700,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,1.25,18,Maruti,AltoLXi
5716,Maruti Zen LX,Jaipur,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,0.53,27,Maruti,ZenLX
5717,Maruti Wagon R LXI BS IV,Kolkata,2015,36428,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.1,10,Maruti,WagonR
5722,Maruti Swift ZDi,Ahmedabad,2013,58653,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.4,12,Maruti,SwiftZDi
5739,Maruti Swift Dzire VDi,Hyderabad,2014,76126,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,6.6,11,Maruti,SwiftDzire
5742,Maruti Baleno Delta 1.2,Jaipur,2017,27000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,4.5,8,Maruti,BalenoDelta
5748,Maruti Ciaz VDi Plus SHVS,Hyderabad,2015,67048,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.9,10,Maruti,CiazVDi
5758,Maruti Baleno Zeta 1.2,Chennai,2017,43917,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.8,8,Maruti,BalenoZeta
5764,Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,78000,Petrol,Manual,Second,20.92 kmpl,998 CC,67.1 bhp,5,,2.3,14,Maruti,AltoK10
5773,Maruti SX4 Vxi BSIV,Delhi,2011,52000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,2.6,14,Maruti,SX4Vxi
5783,Maruti Swift Dzire VXi,Pune,2010,49900,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,3.3,15,Maruti,SwiftDzire
5808,Maruti Celerio VXI AMT,Kolkata,2016,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,5.77 Lakh,3.8,9,Maruti,CelerioVXI
5809,Maruti A-Star AT VXI,Mumbai,2012,32910,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5,,2.5,13,Maruti,A-StarAT
5821,Maruti Swift ZXI ABS,Coimbatore,2012,78212,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,5.35,13,Maruti,SwiftZXI
5824,Maruti Wagon R LXI BSII,Delhi,2012,52000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.45,13,Maruti,WagonR
5832,Maruti Baleno Alpha 1.3,Jaipur,2015,98000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,5.5,10,Maruti,BalenoAlpha
5841,Maruti Baleno Delta 1.3,Hyderabad,2018,17810,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,8.5,7,Maruti,BalenoDelta
5843,Maruti Esteem Vxi - BSIII,Ahmedabad,2005,81000,Petrol,Manual,Second,15.9 kmpl,1298 CC,85 bhp,5,,0.75,20,Maruti,EsteemVxi
5851,Maruti Celerio ZXI AT,Mumbai,2015,40337,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.45,10,Maruti,CelerioZXI
5857,Maruti Zen Estilo LXI BSIII,Jaipur,2009,63000,Petrol,Manual,Second,18.2 kmpl,998 CC,67.1 bhp,5,,1.25,16,Maruti,ZenEstilo
5858,Maruti Alto K10 2010-2014 VXI,Kochi,2014,36967,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,3.64,11,Maruti,AltoK10
5865,Maruti Swift VDI,Pune,2014,84000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.25,11,Maruti,SwiftVDI
5869,Maruti Wagon R VXI BS IV,Kolkata,2011,37000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,2.1,14,Maruti,WagonR
5872,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,21248,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.75 Lakh,9.44,8,Maruti,VitaraBrezza
5882,Maruti Alto K10 VXI AGS,Ahmedabad,2017,20000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,4.0,8,Maruti,AltoK10
5884,Maruti Swift Dzire VDI,Kolkata,2014,28000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.65,11,Maruti,SwiftDzire
5888,Maruti Alto K10 2010-2014 VXI,Chennai,2014,52000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.7,11,Maruti,AltoK10
5889,Maruti Ertiga ZDI,Hyderabad,2015,59245,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.5,10,Maruti,ErtigaZDI
5892,Maruti Alto Std,Hyderabad,2004,81500,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,1.3,21,Maruti,AltoStd
5895,Maruti Wagon R LX,Pune,2004,94000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.0,21,Maruti,WagonR
5899,Maruti Swift Dzire Vdi BSIV,Mumbai,2013,65000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,4.99,12,Maruti,SwiftDzire
5903,Maruti Ciaz 1.4 AT Alpha,Hyderabad,2017,15234,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,,9.95,8,Maruti,Ciaz1.4
5913,Maruti Swift Dzire ZDi,Chennai,2010,100000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,4.5,15,Maruti,SwiftDzire
5926,Maruti 800 DX BSII,Pune,2000,78000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,,0.55,25,Maruti,800DX
5930,Maruti Swift Dzire VXI Optional,Chennai,2015,49900,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,4.8,10,Maruti,SwiftDzire
5931,Maruti Ertiga VXI,Mumbai,2012,52500,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7,,5.25,13,Maruti,ErtigaVXI
5932,Maruti Alto 800 2016-2019 LXI,Chennai,2016,5700,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.8,9,Maruti,Alto800
5940,Maruti Dzire LDI,Pune,2018,27000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,7.91 Lakh,5.9,7,Maruti,DzireLDI
5947,Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,Petrol,Automatic,First,18.69 kmpl,1462 CC,103 bhp,7,10.65 Lakh,8.0,8,Maruti,ErtigaVXI
5952,Maruti Swift Lxi BSIII,Pune,2009,90456,Petrol,Manual,Second,16.1 kmpl,1298 CC,88.2 bhp,5,,3.0,16,Maruti,SwiftLxi
